29,a pool has no medical attention for animals,A pool doesn't have doctors.,A pool doesn't have medicine to fix the dog.
30,"The store is a reasonable place to ride one's bike, and we cannot ride our bike to outer space or the moon.",This is impossible.,"THERE IS NOT A RODE WAY TO THE MOON, THE BIKE IS COULD NOT MOVE TO THE MOON."
31,"A boy can fall asleep, but a boy cannot shut down","Humans don't usually shut down, shut down is typically used to describe technology.",A human being cannot shut down
32,Cucumbers need the conditions of a garden to grow instead of a couch.,A couch isn't where you plant seeds.,It isn't appropriate to plant things in a couch.
33,Gas stove is equipment to cook food,A gas stove is for cooking.,A gas stove is not a toy.
34,Stars has not eyes,stars cannot read,People read the stars and not the other way around.
35,A door can be closed but a door cannot be turned off,A door cannot be turned off.,A door is never on so can't be turned off.
36,"Books have pages and words to read, while windows do not and serve a different purpose.",You can't read a window.,He cannot read a window.
37,A griffin is a mythical creature that does not exist.,Griffin's don't exist and so this is not possible,there is no such thing as a griffin
38,drinking petrol is dangerous to one's life,Sara cannot drink petrol,people don't usually drink petrol
39,chair is bigger than the fridge,A chair would not fit inside a fridge.,A chair is too big to go in a fridge.
40,A tiger has not letters on herself,"Tiger is not a book or any sentence, It is living thing.",A tiger cannot be read.
41,Internet can not be used on a radio,You could use the internet to listen to the radio,radio doesn't use internet
42,The moon is not reachable by car.,The moon is in space.,The moon is in outer space.
43,"If you jumped from a plane to get groceries, you would have no way to get them home.",You can't land inside a store,This is a place you should walk or drive to.
44,"A desert has no water, so a fish could not swim there.",A desert is dry and has no water and fish need water to swim,The desert has no water.
45,Dead ice creatures do not exist.,Dead things can't walk.,Dead creatures don't walk.
46,There are not enough water under a tap to swim,"You swim in pools, seas or rivers usually",I swim in a pool.
47,A mountain is much bigger than a person,A mountain isn't edible.,Mountains are not food.
48,A purse is too small for a giraffe to be in.,The giraffe wouldn't fit.,GIRAFFE IS BIGGER THEN A PURSE SO IT'S NOT POSSIBLE
49,A book is used to study,A book does not have the ability to show what time it is.,Books don't tell the time
50,"You need a bouncing objet for playing basketball, and a rock does not bounce",Usually people use a ball of some sort to play basketball,A rock will not bounce
51,it is unusual to keep a moth as a pet,A moth does not walk.,You can't effectively walk an insect.
52,Colours cannot being listened,Colours don't have sound.,Colours don't make sound.
53,Walking is not possible in the air,The air is not solid to run on.,Gravity keeps us on the ground.
54,Dragons do not exist.,Unfortunately dragons don't exist and so a woman (blonde or otherwise) can't ride them,Dragons aren't real.
55,Book is not a food,Books are not edible,A book is not food.
56,Human can't eat artificial made fruits,Artificial mango isn't real food so it's not edible.,"Artificial foods are not,  by definition, the actual foods they emulate."
57,It is too heavy,A baby doesn't read so wouldn't take a dictionary,Dictionaries are heavy books that a baby cannot lift or take.
58,summertime is typically vacation time for school,Schools are closed in the summer for break.,In most countries schools is out for summer.
59,Chocolate is a melting solid therefore cannot cry,chocolate doesn't cry,"Chocolate is an inanimate, non human thing and cannot cry."
60,barbecues are a physical object not like commercials,Barbecues cannot be placed in a tv show.,"barbecues are in gardens or yards, not in the middle of television programs"
61,One should not drive when one is tired.,A car is not a place to sleep.,If you are tired you want to sleep and people sleep in beds
62,Too much alcohol in our organism makes us puke,Alcohol when consumed in high amounts can cause nausea and for many people this inducing vomiting.,Drinking alcohol can make people puke.
63,A jellyfish is a sea creature not intended to hold anything.,Jellyfish live in the sea and the water would ruin the checks.,jellyfish are too jelly to hold things
64,lawyers are people who provide legal aid,Real lawyers do not play characters on TV or theatre,Lawyers defend or prosecute people charge with crimes.
65,A giraffe is too big to fit into a car,Giraffes cannot drive or even fit inside a car.,A giraffe would not fit inside a car.
66,a kitten is a small cat,kitten is a small of cat,A kitten is a small cat.
67,Parrots do not have jobs,Parrots are animals and don't have jobs.,A parrot doesn't work
68,Kitchen sink is not big enough to take bath in it,The kitchen sink is smaller and harder to get into than the bathtub.,My daughter is too big to fit in the sink
69,Programming language is not a weapon,A person cannot kill someone with a programming language,Programming language lives in a virtual world and not in the physical world in a form that could kills someone
70,You can't share food with an establishment,The cinema is not a person.,A cinema is not capable of sharing.
71,Rotten food is decomposing and producing toxic smelly gasses.,rotten food smells terrible,Rotten food isn't fresh but gone off so it can't smell nice.
72,Toasters are not clothing,A toaster in an electrical product and not a outfit.,Toaster is a electrical device it could not be wear.
73,Beds are generally comfortable while volcanoes cause destruction.,Volcanos are very hot and would kill anyone who would fall asleep on one.,Volcanos are very hot and one would not be able to fall asleep if one stays alive at all.
74,Ghosts don't exist.,ghost is not visible to spoke,GHOST IS NOT A MAN
75,A school requires teachers in order to run and teach the pupils so a teacher would always be in a school.,Teachers work in schools so you will always see them there,Teachers work at schools.
76,An advertising board is much larger than a pizza.,Advertising boards are not used for cutting.,advertising boards are too large to cut pizza with
77,The sun is a natural object created from space,No one built the Sun.,The sun was naturally created.
78,People do not heat buildings in the microwave,buddings don't fit in microwaves,Buildings don't fit inside a microwave.
79,Chickens do not fly.,Chickens don't often fly.,Chickens do not fly
80,Cows are not musical instruments,A cow is an animal and not a musical instrument,you don't play a cow
81,Your heartbeat is what keeps you alive and breathing by transporting blood so without it you are dead.,"If a person does not have a heartbeat, they are not alive.",Heart must beat for a living thing to stay alive.
82,a trampoline is not sentient and cannot jump,Trampolines are still objects that do not perform actions.,Trampoline can't jump
83,Dragons are not a creature that exists,Dragons don't exist,Georgia tech trains people
84,Lunch box is a container to carry food,A person would not fit inside of a lunch box.,It is impossible to travel anywhere in a lunch box
85,"The moon doesn't change sizes, the light that helps us see it changes and that affects what shape it looks to us",The moon is not broken and does not get fixed,the moon isn't broken when its not full
86,Water usually does not hold up while money is tangible.,Water is not currency.,"No one pays a the bill with water, water is not a form of payment."
87,Music is not cookable,"Music is not something that can be touched, so therefore can't be cooked","you don't cook music, you make music."
88,Water has no capacity to show the story letters,Water will not stay still so you cannot write in it.,You cant write on water
89,A computer has limited space in a hard-rive so the storage cannot be unlimited.,Computers have finite storage,The computer has limited storage
90,Crying is a natural response to being sad and many people cry when they are sad to express the feeling.,"People cry for many different reasons, not only when they are angry",People cry for many different reasons.
91,"Hamburgers are a lunch or dinner food, and pudding is a dessert.",Most people find hamburgers to be a heavy meal and it is recommended to eat something light for breakfast.,"Hamburgers and pudding are lunch or dinner options, not breakfast."
92,A pillow is softer than a stone and does not cause injuries,pillows are soft and do not cause pain if thrown at someone,Pillows are light and soft and cannot cause pain.
93,A drum is much larger than a sock.,socks don't fit on drums,A drum doesn't wear clothes.
94,there is no hair on teeth,Teeth don't have hair.,A person does not shave their teeth.
95,A star is too far away for someone to but a condiment on.,A star is not food.,The stars are too far a way to put anything on except for a spaceship.
96,shoes are needed to walk outside,A ghillie suit is for niche purpose.,Ghillie suits aren't worn outside.
97,Fridge is a tool and is not a musical instrument,A fridge is not an instrument.,You can't play a fridge.
98,"It is a human right to visit a relative and there are no laws against it, so you can visit a relative.",Relatives are able to visit each other.,People frequently visit family.
99,Tight shoes make walking unbearable.,tight shoes hurt feet,"If shoes are tight, they are not comfortable"
100,"Lowering high blood pressure, and weight loss is the result of eating healthy and exercising.",Losing weight lowers blood pressure,Having low blood pressure isn't a way to diet
101,Computers are not organic products and are made by humans,Plants are unable to make computers.,Plants only make oxygen and fruits or vegetables not things made out of plastic like computers
102,No one can digest electronic goods.,Electronic products must not be eaten,you would die if you ate electronics
103,Europe is a continent but france is a country,Europe is a larger area than France.,Europe is a continent and is too large to be in a small country like France.
104,There is no road leading to the moon,The moon is in outer space.,It is impossible to get to the moon by car
105,A birthday refers to the day you were conceived as a way to refer to your age so it cannot be the day your parents met.,the day of their birth is their birth day,A baby is not born on the day the parent's met.
106,Walmart is a store for persons not animals,Sheep do not shop anywhere.,Sheep do not shop
107,"Alcohol is the only thing you can get drunk from and by drinking it, your brain becomes drunk.","Alcohol, by it's chemical nature,  has an intoxicating effect.",Drinking alcohol will eventually get a person drunk.
108,Fire hydrants do not have firing mechanisms,fire hydrants are inanimate therefore cannot do anything,A fire hydrant doesn't have ammunition.
109,"the multitude of trees makes up a forest, and the presence or absence of snow is irrelevant",Forests are not always covered with snow.,"forests are normally covered with trees, that is what makes it a forest"
110,The building is not alive,A building is not alive or mobile.,building can't do anything.
111,Grass does not have voice or mouth to make noise.,grass doesn't sing,Grass is not alive and has no mouth.
112,A refrigerator is much larger than a meat.,A fridge can't be held in your hand.,A fridge is not sharp and is unable to cut food.
113,"You can't run the sky,because you will go the sky use the space rocket.",I have to stay in contact with the ground when I run,It is impossible for humans to reach the sky without the help of aircraft; gravity makes this impossible.
114,Pens are made to be used for writing and are a common writing tool that people use because they are effective.,Everyone uses pens,Pens are a writing implement used by many people.
115,The whale is much larger than a bathtub.,Whales are big animals and can't fit in bathtubs.,Standard bath tubs could not hold a whale.
116,A boxer needs to punch in a boxing match to score points and win. A referee makes them punch.,If you don't punch in a boxing match you cannot claim to be a boxer,A boxing match is all about boxing.
117,People do not drink sulfuric acid because it would kill them.,Sulfuric acid is not edible.,Sulfuric acid would kill a person so usually people do not drink it.
118,Tires cannot be drunk.,tires don't fit in a cup,Humans cannot drink tires.
119,Screwdriver is a passive mechanical tool,Screwdrivers cannot control a tv.,A screwdriver does not control a television
120,The whale can swim much better than a giraffe,Giraffes live on land.,Giraffes are land animals and do not swim in oceans
121,A city is too big to fit into whatever belongings the person has.,Cities are not mobile-and have affixed infrastructures that cannot be transported from place to place.,A city is a place and can't be moved.
122,ice cream would easily melt in a closet,The ice cream would melt in the closet so it is very unlikely that he put it there.,ice cream would melt in the closet
123,Planes are much bigger than people,"People cannot be full of planes, but a plane can be full of people",Planes are larger than people.
124,You can't buy hands from a shop.,You cannot buy hands at stores or shops.,Hands can't be bought in a store.
125,You can't take a curb from it's spot.,the curb is much heavier to take,A curb is a place.
126,Rocks cannot be lit easily,Rocks don't catch fire.,Alice cannot light a rock
127,Pizzas do not have engines to be flown.,Pizzas do not fly.,She flew on a plane
128,only a qualified surgeon can perform a surgery,"If a person is a musician, that does not mean they are able to perform surgery",Musicians are trained in the specialty of music not surgery
129,A truck is bigger than a tooth.,A truck will not clean teeth.,A person does not brush their teeth with a truck
130,the house is bigger than the man,A house is too big to enter a man,"A house is an object so it cannot enter anything, especially a man."
131,A whale is too large to fit on a shelf.,Whales are way too big for any shelf to fit on.,Whale is biger then the shelf.
132,You cannot eat wizards.,"If the wizard is in the book, then it is imaginary and cannot be eaten",Wizards can protect themselves from being eaten.
133,Laptop is not a vehicle which can be driven.,He uses a laptop at the office,laptops do not provide physical transportation
134,Book is not eatable.,Books are not edible,Books are not edible.
135,A table does not melt at room temperature.,Tables don't melt.,tables don't melt
136,Mars is another planet,You cannot walk through outer space.,The only way to get to mars is by spaceship.
137,A tractor is too heavy to lift with its hands.,tractors are too heavy,A tractor is too heavy to lift with your hands.
138,Mountains are much larger than trees,A mountain can't be cut down.,mountains are too big to be cut down
139,lava is too hot to swim in it,He would die if he did that,you would die in lava
140,A horse is much larger than a wallet.,"A person cannot put a horse into a wallet, it would not fit",A horse is too large to fit inside a wallet.
141,A person can't write down something with a spoon.,A person does not use a spoon to write,"Spoons are used for eating, not writing."
142,bricks cannot be eaten,People eat food and a brick is not a food and it is also too hard to chew.,Brick is not allowed to eat
143,A sword is not alive,Swords are inanimate,Swords are not alive
144,Cars have wheels and cannot fly,Cars do not fly.,Cars do not fly
145,car keys are for locking or unlocking the car rather than calling people,A person does not use car keys to make a phone call,car keys do not make phone calls
146,Globes are made of materials you cannot eat,A globe is not food.,"A globe is not edible, thus cannot be served as dinner"
147,beauty parlour does not provide food for your hunger,Beauty parlors do not sell food,parlors don't have food for hunger
148,"The piano is an instrument we play, not hit",You cannot get music out of the piano by hitting it.,you don't hit a piano
149,One day is only 24 hours,Every day by definition is 24 hours long,In the day only 24 hours
150,You can not drink gas.,"A person does not drink gas, from a cup or anything else.",A gas would not stay in a cup.
151,A lion is a wild animal,Lions don't wear clothes.,You don't put clothes on a lion.
152,An anvil is too heavy to throw in a basket.,An anvil is very heavy and could not be thrown through a basket,Anvils are too large and heavy to throw.
153,Ice creams are for taking not for cooking,you don't COOK ice creams,Ice cream would melt if cooked.
154,A crane and made of metal is not fit for eating.,A crane is not food.,A crane is not something that is eaten- it is not food.
155,Spoon is an utensil,A spoon is too small to dance on.,Spoons are too small to dance on.
156,landscapes portray land rather than individual people,Landscapes focus on a wider scale and more about the environment than an individual.,"A landscape focuses on a natural setting, not a person."
157,Humans do not eat mud.,Mud is not edible.,Mud is not edible.
158,You can not defrost a chicken using a lighter because the heat generated is too small and focuses on only one part of the chicken.,Lighters are not designed for defrosting frozen items.,A lighter is much too small to defrost a chicken.
159,Water has no solid surface to hold someone above it.,water does not support human weight,A person cannot walk on water
160,Sharks and fish do not talk.,A shark cannot talk,Fish cannot talk
161,A tractor is too heavy for one person.,It is physically impossible for only one person to lift a tractor.,Tractors are too heavy to be lifted by a normal person
162,The stove is for cooking.,The stove is not for calls,stoves don't call people
163,The sun does not appear at night,At night the sun does not shine.,"At night, we cannot see the sun and therefore it does not shine brightly at nighttime."
164,The book is not alive,A book is not alive.,Books are made of paper and have no way to eat
165,Heaven has no pages like the book.,you cannot write the sky,A woman can not physically write in the sky.
166,Denmark exists and Liegenpoofa does not,There is no country known as liegenpoofa.,There is no country named liegenpoofa
167,Dust accumulates on a desktop naturally overtime because of spores in the air.,Dust can be found everywhere,Dust lands anywhere.
168,Extension cords are inedible.,"Extension cords are not food and should not be eaten, as a rule.",dogs would die if they ate cords
169,The laundry is generally viewed as a boring activity,Laundry is not a fun activity for children.,children don't love doing chores
170,A blender is too small,people would die in a blender,A blender is too small to take a bath in.
171,Cheese is a food and silver is metal,Cheese is too soft and edible to be made into a coin.,Coins are typically made of metal not food.
172,"a fork, unlike a knife, cannot cut",A knife is used to cut bread,Forks are not sharp enough to cut bread.
173,Horse does not lay eggs.,Horses don't lay eggs,Horses do not lay eggs.
174,No one can sleep over water.,She swims in pool water,A person would sink in a pool.
175,Stoves get hot and you cannot freeze water in the heat.,Stoves are hot so the water would boil not freeze,"A stove heats things, not freezes them."
176,Horses do not have the glands to produce materials to spin webs.,Horses don't spin webs.,A horse is not capable of spinning a web.
177,minecraft is a virtual game,"Minecraft is a computer game, not a toy.",Netball is a sport game and Minecraft is a computer game that is not about sports.
178,A house is much larger than a purse.,houses don't fit in purses,A house is too large to fit in a purse.
179,A battle tank is much larger than a car.,A battle tank is bigger than a car.,A battle tank is much larger than a car and would not fit
180,"Shoes go on feet, not in mouths.","Shoes are not meant for consumption and generally do not taste good, therefore there is no reason to put them in one's mouth.",Shoes don't fit in a person's mouth.
181,Teapots are not clothing,A teapot put over a head would most likely fall and break so one should not do that.,"TEAPOTS DO NOT GO ON YOUR HEAD, THEY ARE NOT HEADWEAR"
182,Meat is the preferred food to dogs because they are carnivores and it has all their nutritional needs.,Dogs are genetically inclined to have meat as part of their natural diet,Dogs are carnivores.
183,The door is not alive,Doors cannot open people.,A door is not alive.
184,Cars cannot ride across the ocean,the ocean do not has roads for cars,There are no roads on the ocean.
185,A bowling alley can't be put on a couch.,A bowling alley is a place.,A bowling alley won't fit on a couch
186,Ants have a body that is too small to curl up in a tree.,Ants are too small to wrap all the way around a tree.,An ant is too small to wrap around a tree
187,A ship is much larger than a piano.,A person does not use a ship to play a piano,Ships are giant  and cannot be used to play a piano
188,A pocket knife has many uses because it has a blade and can cut things like food or wood.,POCKET KNIFE IS NOT USELESS,A pocket knife can do a lot of things.
189,You cannot eat a lion,Lions are not used to make sandwiches or eaten by humans,Lion isn't type of meat people it or put in the sandwich.
190,A cloud is too high relative to the cat.,Clouds are in the sky and cats are on the ground.,"cloud is not a biting thing, it's too high on the sky."
191,A fish has no intelligence to drive a car,Fish cannot drive cars - they do not have legs or arms,Fish do not have the body nor brain to operate a car.
192,Cleveland is a city not a state.,Cleveland is a city,Cleveland is a city in the state of Ohio
193,"Broiling is a process to cook meat, not cake.",Cakes are baked not broiled,Cakes are baked not broiled.
194,A basketball ball cannot be played in tennis due to its size,Tennis is played with a tennis ball.,basketballs are too large for tennis rackets
195,One person just can't pull a ten ton block.,One person is not strong enough to pull a ten ton block.,A ten to block is too heavy for only one person to pull.
196,using computers daily increases the risk of heart disease,doctors like computers,A computer has no benefit to your health.
197,A shirt is not for the foot.,A shirt goes on your chest.,shirts go on the body not the foot
198,Whales are to heavy to be apart of the water cycle.,Whales are animals and do not occur like rain,"whales don't fall from sky, they are too big"
199,Breathing fire is not something humans can do.,Children do not breath fire,A human cannot create fire inside their body.
200,Zebras do not hunt lions.,"Zebras do not hunt lions, they are hunted by lions.",Zebras are herbivores so they don't hunt.
201,Beds do not move and thus cannot be chased.,Beds do not run anywhere so there is not need for chasing them.,The bed can't run away
202,scales are used for measuring the weight of things,A scale is used for measuring weight.,Scales are used to weigh things
203,A footballer gets paid to kick a football into a goal and so he needs to do so.,Footballers kick footballs all the time.,If you don't every kick a football then you can't claim the title footballer
204,Turkey is a country and chicken is a bird,Chicken is not a place a person can visit.,"chicken is poultry, not a place"
205,turning on the heaters will not help you see things in the dark,A heater doesn't make light.,The heather will not provide light in the dark
206,"Kitchen fires, and or mistakes are not a direct result of cooking gourmet meals.","Kitchen fires are not often caused by cooking gourmet meals, therefore cannot be the number one cause",you can always have kitchen fires
207,Dog is an animal which cannot be used to drink beer,Dogs are not containers nor will they hold liquid.,You don't drink beer out of a dog
208,The moon is not a destination everyday people can visit,"Families cannot travel to the moon, there is no oxygen there",The moon is a heavenly star
209,Sugar is widely used by humans with no  fear,"Sugar is not bad for humans, it can also be good in some cases",People like to eat sweet things.
210,"Sahara is a desert, which means that it receives very little rain",The Sahara is a desert and there is not much rain in deserts.,The Sahara is a desert which happens when there is no rain
211,People do not eat automobiles for food,you cannot eat an automobile,An automobile isn't food.
212,milk will not clean your hair,Milk doesn't clean hair.,A person does not use milk to wash hair
213,doing the toilet in public places is wrong,Taking a dump in the park is illegal and unsanitary.,If you take a dump in the park you might get beaten up by cops and get injured and being injured is not healthy.
214,Dinosaurs are extinct,Dinosaurs are extinct.,There are no living dinosaurs.
215,A glass is much smaller than a pool.,A glass is too small to jump into.,A glass is too small to jump into.
216,A snow globe is too small for a person to live in,A snow globe is not designed for habitation.,A snow globe is too small to live in.
217,Milk is a liquid not an musical instrument.,milk is not a substance one can play,Milk is not an instrument that can be played
218,Water is the most efficient way to hydrate yourself compared to other liquid.,You can hydrate by drinking water,Water is the best way to hydrate
219,Medicines are not alive,Medicine does not any physical actions by itself.,You take the medicine
220,Fan do not fit in bottles.,A fan is bigger than a bottle,FANS WOULDNT FIT IN A BOTTLE
221,Water bottle is not a day of the week.,A water bottle is not a day of the week.,"Tomorrow is an abstract, general concept and cannot be put in anything, such as a water bottle."
222,The bed is too big for a pan.,A bed would not fit inside a pan.,Beds are much bigger than pans and don't fit in them
223,A dishwashers purpose is too clean dishes and was invented to do so.,dishes 100% can be cleaned in a dishwasher,A dishwasher is supposed to clean dirty dishes.
224,The shark can't fit into the cabinet.,A shark would not fit in a cabinet.,A person would not put a shark into a cabinet
225,Plastic is not food.,Plastic is generally not edible.,People do not eat plastic
226,Cats do not bark.,Cats do not bark they meow,Cats don't bark.
227,"You usually drink at the pub, not before the pub","You drink at the pub, not before.",Alcohol can be consumed to become intoxicated.
228,Television is not a game or sport,Television is not a sport.,you can't play a television
229,Eagles do not go into bodies of water,birds don't fly in the oceon,Eagles cannot swim in the water.
230,People don't go the moon casually,Most people can't travel to the moon.,Most humans do not have the capability for space travel and the trip could not be made in one day anyway.
231,200 is not one hundred in the international system,200 is two hundred,This is mathmatically incorrect
232,"The closet is too small, not fit for racing.",Closet is too small to run in,Closets are made to hold clothing.
233,paper isn't a liquid,He writes on paper,Paper is not a liquid.
234,The spoon is too small and no one can sleep on it,Spoons are too small and hard to sleep on.,THE GIRL SLEEPING ON BED NOT SPOON
235,You can't type something on a floor,There is no way to type on a floor,Things are typed onto paper.
236,Planes do not swim.,Planes do not swim,THE PLANE ONLY FLEW
237,Mechanic does not know anything about human medicine and works with machine,Mechanics don't know anything about teeth.,People visit the dentist for tooth pain.
238,Dogs cannot fly.,Dogs are unable to fly.,The dog cannot fly.
239,Cinemas will never ask you to show your passport,A cinema does not check your passport,PASSPORT FOR TRAVEL
240,Mailboxes are too small to fit inside.,A person cannot fit inside a mailbox,People can't fit in a mailbox.
241,A door cannot be unlocked with a shoe.,A shoe can not unlock anything,"Shoes belong on feet, keys unlock doors."
242,Hairdressers do not perform health check-ups on animals.,Hairdresser cut hair.,"A hairdresser does not have the knowledge, education or equipment to do a health check up on a dog."
243,Good night is said at night before you go to bed,You say good night when you go to sleep,you say good night before you go to bed
244,The children wont be happy when thet see a monster,Monsters are scary for children.,Monsters are scary for children
245,A spoon is not sharp and couldn't cut a ham.,A spoon is an impractical tool to use when carving a ham.,A spoon is round so it can't be used for carving
246,Gyms can't give medical care or vaccines to animals,GYM NOT SUITABLE FOR DOG,A gym is not a place where you get vaccines
247,"Dinner is eaten in the evening, not the morning.",dinner is in the evening only.,dinner is eaten in the evening
248,"According to Oxford, the correct form is potatoes",The correct plural form is potatoes,"Potatoes is the plural of potato, not misspelled potatos."
249,A soap should be in a soap dish.,table is not place for soap,soap belongs into the bathroom
250,You can't fly a plane if you're driving a car,People cannot drive and fly at the same time.,Planes are not driven by cars
251,Restaurant is a place to eat and no one prays there,RESTAURANT IS A PLACE OF EATING,"While you could pray at a restaurant, it is not typically a place where people go to do so.  You go to a restaurant toeat."
252,Banker does not investigate about crime,A banker can does not handle complaints about a robbery,The banker would be the one getting robbed
253,Curtains are a physical barrier for the light.,Curtains block light from the room,Curtains are designed to shield you from light
254,Lunch box is to store and carry food,You can't text through a lunch box,Test messages require an electric signal which lunch boxes don't provide.
255,No one sits and relaxes on stove,There is no place to sit and relax a a stove.,A stove is for cooking
256,Defendant's don't decide what happens to the jury.,The defendant is not the one who does the sentencing.,"In court, it is the jury, not the defendant, that decides the outcome of the trial"
257,It is dangerous to drink petrol,NO ONE DRINK PETROL,No person drinks petrol.
258,You cannot eat a book.,You cannot eat books,James would not eat paper.
259,You cannot access a supermarket in a car.,You cannot drive a car in a supermarket.,Supermarkets are not big enough for cars to drive inside.
260,Museums are meant to be visited by the public just for seeing not buying,A museum doesn't have pictures for sale,Museums are not stores to buy things
261,Pen is too small to hold clothes,A pen is far too small to put clothing inside it.,Clothing doesn't go in a pen
262,"Shirts are worn on the torso, not on feet",Shirts are typically not worn this way.,SHIRT IS TO WEAR IN UPPER BODY
263,No one can cook plate for food,"Plates cannot be cooked, they are for serving food.",Plates cannot be cooked
264,A guitar is for playing music,Football is played on a field or in a video game.,Play football is only on playground.
265,You can't make a phone call to written words.,You call people on the phone.,He copied the notes.
266,Mobile is a communicating device,Mobiles do not have any cleaning capabilities.,Mobiles do not clean.
267,A bed is an object specifically used for sleeping,tvs are often in the lounge and a bed is not,A BED IS USED FOR SLEEPING PURPOSE
268,No one drinks sand like liquid.,You cannot drink sand,Sand is not a liquid
269,You cannot bake a pie in the bathtub.,A pie does not belong in a bathtub,The bathtub is for washing up.
270,No one eats shoe,Shoes cannot be eaten,shoe for wear on feet
271,No one sleeps in a bathtub.,Bathtubs aren't for sleeping,You can't sleep in bathtubs
272,A gorilla is to large to fit into an oven.,A gorilla doesn't fit in the oven,A gorilla wouldn't fit in the oven.
273,Suncreen is used during a Sunny day.,You do not need to be protected by the sun when it is not out.,You do not get sunburn when it rains
274,shower will be done only in the bath room,The water from a shower would ruin the kitchen.,There is no shower in the kitchen.
275,Refrigerators don't cook food,Refrigerating food is preserved in cool temperatures while burning is hot.,Refrigerators can't cook food.
276,malls cannot drive,Malls are stationary.,The mall cannot drive.
277,Hot water would melt ice cream.,Ice cream doesn't contain water,Icecream is served cold.
278,Teddies are soft and cannot cause injuries,Teddys are soft and do not cause damage,A teddy cannot injure you.
279,Planets have a sphere shape due to the different forces around the volume,Planets are round because of the effect of gravity on their mass.,All planets are round in shape
280,Cats are live and cannot be frozen.,CAT IS A LIVING THING,The cat would be died in the freezer.
281,grass does not come in orange,The normal color of grass is green,Grass is greem
282,Plant cannot eat land animal.,Plants do not have a mouth to eat.,A plant does no eat dinners
283,Stethoscope is an instrument to measure heartbeat,A stethoscope is used to listen to your heat beat.,A stethoscope doesn't have a needle
284,Houses don't have sexuality.,A house doesn't have a sexuality,Houses are inanimate objects and thus are incapable of sexual desire.
285,Cigarettes are always sold in small packages,Cigarettes do not pack in bottles,Cigarettes come in boxes.
286,people cant control their height by eating food,Genetics makes you tall,Height is determined by genetics.
287,Pizza is not made of adjectives,Pizza is made with food ingredients.,Adjectives are a concept of language feature not an edible substance.
288,Without the rain all things we need to live would die.,Rain is good for the trees and the grass.,Rain is usually very good for plants.
289,Dead people can't do anything any more.,NO ONE DEAD FOR BUY A NEW HOUSE,A dead person can't buy real estate
290,Logs cannot move,logs are not mobile,A log can not jump
291,A calculator cannot come up with questions,The calculator cannot work out the questions,Questions do not need working out. They are already set
292,An elevator is too heavy to hang on the wall.,elevators are too heavy to be hung on a wall,An elevator would be nonoperational if hung on the wall.
293,"Disordered people is not defined, statement is not factual.",Anxiety disorders affect around 10% of people at any one time.,Disordered people is not a classification of people.
